species_no,month,sunrise,dewpoint,wetbulb,trap_T900,tmin,tavg,cool,station,depart,sunset,tmax,heat,resultspeed,long_lat,year,avgspeed,trap_T003,trap_T086,trap_T225,trap_T143,trap_T115,trap_T002,trap_T223,trap_T046,trap_T006,trap_T233,trap_T013,trap_T235,trap_T017,trap_T014,trap_T230,trap_T148,trap_T200,trap_T018,trap_T043,trap_T103,trap_T015,trap_T096
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3662.2085592418703,2011,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3662.2085592418703,2011,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3663.4051027254122,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3663.4051027254122,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3663.4051027254122,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3655.456346540685,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3655.456346540685,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3680.2298361063627,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3680.2298361063627,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3680.2298361063627,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3677.35094381407,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3680.85965964048,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3674.392878274965,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3674.392878274965,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3660.7470668930882,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3660.7470668930882,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,67.0,0,71,79,14,2,5,1926,86,0,6.2,-3660.7470668930882,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,66.0,1,70,79,14,1,5,1926,87,0,5.4,-3689.1812306437346,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,66.0,1,70,79,14,1,5,1926,87,0,5.4,-3689.1812306437346,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,66.0,1,70,79,14,1,5,1926,87,0,5.4,-3689.1812306437346,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,429,60,66.0,1,70,79,14,1,5,1926,87,0,5.4,-3689.1812306437346,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3689.391014080005,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3689.391014080005,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,429,60,66.0,0,70,79,14,1,5,1926,87,0,5.4,-3689.391014080005,2011,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3683.66335909779,2011,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3683.66335909779,2011,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.6828003446376,2011,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.6828003446376,2011,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.6828003446376,2011,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3687.402467635194,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3687.402467635194,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3689.58488455161,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3684.1337379430465,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3684.1337379430465,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3684.1337379430465,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3684.6266654944766,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3680.287414366544,2011,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3683.1849211884246,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.72261820168,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.72261820168,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3683.263980478028,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3683.263980478028,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3683.263980478028,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3681.8237813935384,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3675.26587527324,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3675.26587527324,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3675.26587527324,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3668.6422583971685,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3668.6422583971685,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3668.6422583971685,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3668.6422583971685,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3675.272120998978,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3675.272120998978,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3664.446073533366,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3676.787561238288,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3676.787561238288,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3671.9446257109375,2011,6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3671.679843362198,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3671.679843362198,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3671.679843362198,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.828862864192,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.828862864192,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3672.428318647424,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3673.7092002470254,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3665.104258668013,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3665.104258668013,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.4212276555595,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.4212276555595,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.21642511989,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.21642511989,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.21642511989,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.146289224067,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.146289224067,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.146289224067,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3662.1958307478117,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3662.1958307478117,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3659.3703944292,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3659.3703944292,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3659.3703944292,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.428786105848,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3666.428786105848,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.169309677578,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.169309677578,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3658.2491715232723,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3658.2491715232723,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3663.776733134232,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3663.776733134232,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.2907123477157,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.2907123477157,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.0367900541496,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3670.444561419377,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3670.444561419377,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3670.444561419377,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.500444859872,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.500444859872,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.500444859872,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.626074599296,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.626074599296,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.626074599296,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.5646519364122,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.5646519364122,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3657.5646519364122,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3667.284420533964,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3667.284420533964,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3667.284420533964,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3650.584789869696,2011,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3650.584789869696,2011,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3650.584789869696,2011,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3651.888622424952,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3651.888622424952,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3651.888622424952,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3651.888622424952,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3654.783846640512,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3654.783846640512,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3654.783846640512,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3654.6296700550447,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.1319854233598,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3682.1319854233598,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.7706704409716,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3669.7706704409716,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3677.449549854998,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3677.449549854998,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3677.449549854998,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3680.2696538764753,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3680.2696538764753,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,66,71.0,0,73,81,16,1,7,1918,88,0,3.4,-3680.2696538764753,2011,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3670.581906062775,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3670.581906062775,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3670.581906062775,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3667.066147864612,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3655.8952151661506,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3655.8952151661506,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3674.401627477534,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3649.350950476344,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3649.350950476344,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3649.350950476344,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3654.2506587422668,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3654.2506587422668,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3648.5498609373076,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3648.5498609373076,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,7,438,67,71.0,0,73,82,17,2,7,1918,90,0,2.1,-3648.5498609373076,2011,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
